"Период","Google","Яндекс","Bing","Mail.ru","Sogou","Baidu","Tut.by","Yahoo!","Rambler","DuckDuckGo","Ukr.net","Ecosia"
"2023-06-04","21","11","0","0","0","0","0","0","0","0","0","0"
"2023-06-05","43","20","0","0","0","0","0","0","0","0","0","0"
"2023-06-06","44","18","0","1","0","0","0","0","0","0","0","0"
"2023-06-07","36","23","0","0","0","0","0","0","0","0","0","0"
"2023-06-08","45","20","0","0","0","0","0","0","0","0","0","0"
"2023-06-09","34","16","2","0","0","0","0","0","0","0","0","0"
"2023-06-10","15","9","0","1","0","0","0","0","0","0","0","0"
"2023-06-11","30","12","0","0","0","0","0","0","0","0","0","0"
"2023-06-12","41","12","0","0","0","0","0","0","0","0","0","0"
"2023-06-13","42","21","0","0","0","0","0","0","0","0","0","0"
"2023-06-14","37","21","0","0","0","0","0","0","0","0","0","0"
"2023-06-15","53","21","1","0","0","0","0","0","0","0","0","0"
"2023-06-16","37","15","0","0","0","0","0","0","0","0","0","0"
"2023-06-17","27","17","0","1","0","0","0","0","0","0","0","0"
"2023-06-18","21","3","2","0","0","0","0","0","0","0","0","0"
"2023-06-19","26","22","0","0","0","0","0","1","0","0","0","0"
"2023-06-20","34","21","0","0","0","0","0","0","0","0","0","0"
"2023-06-21","44","12","0","0","0","0","0","0","0","0","0","0"
"2023-06-22","40","14","0","0","0","0","0","0","0","0","0","0"
"2023-06-23","26","22","0","0","0","0","0","0","0","0","0","0"
"2023-06-24","13","10","0","0","0","0","0","0","0","0","0","0"
"2023-06-25","14","10","0","0","0","0","0","0","0","0","0","0"
"2023-06-26","44","8","0","0","0","0","0","0","0","0","0","0"
"2023-06-27","42","18","1","0","0","0","0","0","0","0","0","0"
"2023-06-28","35","7","0","1","0","0","0","0","0","0","0","0"
"2023-06-29","45","19","0","0","0","0","0","0","0","0","0","0"
"2023-06-30","39","9","0","0","0","0","0","0","0","0","0","0"
"2023-07-01","19","5","0","0","0","0","0","0","0","0","0","0"
"2023-07-02","23","10","0","0","0","0","0","0","0","0","0","0"
"2023-07-03","29","6","2","0","0","0","0","0","0","0","0","0"
"2023-07-04","43","17","0","1","0","0","0","0","0","0","0","0"
"2023-07-05","31","14","0","0","0","0","0","0","0","0","0","0"
"2023-07-06","37","13","1","0","0","0","0","0","0","0","0","0"
"2023-07-07","29","12","1","0","0","0","0","0","0","0","0","0"
"2023-07-08","26","8","0","0","0","0","0","0","0","0","0","0"
"2023-07-09","21","10","0","0","0","0","0","0","0","0","0","0"
"2023-07-10","36","21","0","0","0","0","0","0","0","0","0","0"
"2023-07-11","41","24","0","0","0","0","0","0","0","0","0","0"
"2023-07-12","43","13","1","1","0","0","0","1","0","0","0","0"
"2023-07-13","38","17","0","0","0","0","0","0","0","0","0","0"
"2023-07-14","27","17","0","0","0","0","0","0","0","1","0","0"
"2023-07-15","14","11","0","0","0","0","0","0","0","0","0","0"
"2023-07-16","15","9","0","0","0","0","0","0","0","0","0","0"
"2023-07-17","35","10","0","0","0","0","0","0","0","0","0","0"
"2023-07-18","55","16","0","1","0","0","0","0","0","0","0","0"
"2023-07-19","42","17","0","0","0","0","0","0","0","0","0","0"
"2023-07-20","38","11","0","0","0","0","0","0","0","0","0","0"
"2023-07-21","39","18","0","0","0","0","0","0","0","0","0","0"
"2023-07-22","18","9","0","0","0","0","0","0","0","0","0","0"
"2023-07-23","28","15","0","0","0","0","0","0","0","0","0","0"
"2023-07-24","38","18","0","0","0","0","0","0","0","0","0","0"
"2023-07-25","28","13","0","0","0","0","0","0","0","0","0","0"
"2023-07-26","47","17","0","0","0","0","0","0","0","0","0","0"
"2023-07-27","42","16","0","0","0","0","0","0","0","0","0","0"
"2023-07-28","29","14","0","0","0","0","0","0","0","0","0","0"
"2023-07-29","15","10","0","0","0","0","0","0","0","0","0","0"
"2023-07-30","23","9","0","0","0","0","0","0","0","0","0","0"
"2023-07-31","26","14","0","0","0","0","0","0","0","0","0","0"
"2023-08-01","39","19","0","0","0","0","0","0","0","0","0","0"
"2023-08-02","34","12","0","0","0","0","0","0","0","0","0","0"
"2023-08-03","33","11","0","0","0","0","0","0","0","0","0","0"
"2023-08-04","35","20","0","0","0","0","0","0","0","0","0","0"
"2023-08-05","34","14","0","0","0","0","0","0","0","0","0","0"
"2023-08-06","25","9","0","0","0","0","0","0","0","0","0","0"
"2023-08-07","49","24","0","0","0","0","0","0","0","0","0","0"
"2023-08-08","50","24","0","0","0","0","0","0","0","0","0","0"
"2023-08-09","30","23","0","0","0","0","0","0","0","0","0","0"
"2023-08-10","45","16","0","0","0","0","0","0","0","0","0","0"
"2023-08-11","44","14","0","1","0","0","0","0","0","0","0","0"
"2023-08-12","21","8","0","0","0","0","0","0","0","0","0","0"
"2023-08-13","19","12","0","0","0","0","0","0","0","0","0","0"
"2023-08-14","45","12","1","1","0","0","0","0","0","0","0","0"
"2023-08-15","51","17","0","0","0","0","0","0","0","0","0","0"
"2023-08-16","41","18","0","0","0","0","0","0","0","0","0","0"
"2023-08-17","46","10","0","0","0","0","0","0","0","0","0","0"
"2023-08-18","54","17","0","0","0","0","0","0","0","0","0","0"
"2023-08-19","23","9","0","0","0","0","0","0","0","0","0","0"
"2023-08-20","28","6","0","0","0","0","0","0","0","0","0","0"
"2023-08-21","57","12","0","0","0","0","0","0","0","0","0","0"
"2023-08-22","42","18","0","0","0","0","0","0","0","0","0","0"
"2023-08-23","47","24","0","0","0","0","0","0","0","0","0","0"
"2023-08-24","32","17","0","0","0","0","0","0","0","1","0","0"
"2023-08-25","44","14","0","0","0","0","0","0","0","0","0","0"
"2023-08-26","17","12","0","0","0","0","0","0","0","0","0","0"
"2023-08-27","19","11","0","0","0","0","0","0","0","0","0","0"
"2023-08-28","33","13","0","0","0","0","0","0","0","0","0","0"
"2023-08-29","56","21","0","0","0","0","0","0","0","0","0","0"
"2023-08-30","47","8","0","0","0","0","0","0","0","0","0","0"
"2023-08-31","45","18","0","0","0","0","0","0","0","0","0","0"
"2023-09-01","55","10","0","0","0","0","0","0","0","0","0","0"
"2023-09-02","27","6","0","0","0","0","0","0","0","0","0","0"
"2023-09-03","25","11","0","0","0","0","0","0","0","0","0","0"
"2023-09-04","39","19","0","0","0","0","0","0","0","0","0","0"
"2023-09-05","44","18","0","0","0","0","0","0","0","0","0","0"
"2023-09-06","35","19","0","0","0","0","0","0","0","0","0","0"
"2023-09-07","49","22","0","0","0","0","0","0","0","1","0","0"
"2023-09-08","30","27","0","0","0","0","0","0","0","0","0","0"
"2023-09-09","15","10","0","0","0","0","0","0","0","0","0","0"
"2023-09-10","20","11","0","0","0","0","0","0","0","0","0","0"
"2023-09-11","51","20","0","0","0","0","0","0","0","0","0","0"
"2023-09-12","42","29","0","0","0","0","0","0","0","0","0","0"
"2023-09-13","66","25","2","0","0","0","0","0","0","0","0","0"
"2023-09-14","55","22","0","0","0","0","0","0","0","0","0","0"
"2023-09-15","47","14","0","0","0","0","0","0","0","0","0","0"
"2023-09-16","27","9","0","0","0","0","0","0","0","0","0","0"
"2023-09-17","28","10","0","0","0","0","0","0","0","0","0","0"
"2023-09-18","70","20","0","0","0","0","0","0","0","0","0","0"
"2023-09-19","48","16","0","0","0","0","0","0","0","0","0","0"
"2023-09-20","69","25","0","0","0","0","0","0","0","0","0","0"
"2023-09-21","51","20","2","0","0","0","0","0","1","0","0","0"
"2023-09-22","49","17","0","0","0","0","0","0","0","0","0","0"
"2023-09-23","22","8","0","0","0","0","0","0","0","0","0","0"
"2023-09-24","27","14","0","0","0","0","0","0","0","0","0","0"
"2023-09-25","45","21","0","0","0","0","0","0","0","0","0","0"
"2023-09-26","35","21","1","0","0","0","0","0","0","0","0","0"
"2023-09-27","62","26","1","0","0","0","0","0","0","0","0","0"
"2023-09-28","58","24","0","0","0","0","0","0","0","0","0","0"
"2023-09-29","48","18","0","0","0","0","0","0","0","0","0","0"
"2023-09-30","25","9","0","0","0","0","0","0","0","0","0","0"
"2023-10-01","29","12","0","0","0","0","0","0","0","0","0","0"
"2023-10-02","56","17","1","0","0","0","0","0","0","0","0","0"
"2023-10-03","40","20","0","0","0","0","0","0","0","0","0","0"
"2023-10-04","52","24","0","0","0","0","0","0","0","0","0","0"
"2023-10-05","56","13","0","0","0","0","0","0","0","0","0","0"
"2023-10-06","44","23","0","0","0","0","0","0","0","0","0","0"
"2023-10-07","28","16","0","0","0","0","0","0","0","0","0","0"
"2023-10-08","3","0","0","0","0","0","0","0","0","0","0","0"
